File Name,Frequency,Block Frequency,Cumulative Sums,Runs,Longest Run,Rank,FFT,Non-overlapping Template,Overlapping Template,Universal,Approximate Entropy,Random Excursions,Random Excursions Variant,Serial,Linear Complexity,Label
1.2.60.172-1.1.129.19-443-16743-6_1455.bin,0.089242,0.573357,0.178483,0.157577,0.015262,0.291891,0.538167,0.387489,0.886589,0.0,0.000847,0.0,0.0,0.648688,0.051692,BitTorrent
1.1.86.133-1.2.94.55-25327-443-6_5127.bin,0.420829,0.585406,0.583328,0.988436,0.349052,0.039105,0.064782,0.833955,0.886589,0.0,0.001014,0.0,0.0,0.07994,0.320828,BitTorrent
1.2.156.104-1.1.32.190-443-11555-6_5124.bin,0.060341,0.182989,0.120681,0.426128,0.413412,0.69372,0.837419,0.855528,0.886589,0.0,0.000475,0.0,0.0,0.648688,0.238088,BitTorrent
1.1.251.32-1.2.86.39-23269-443-6_1249.bin,0.060341,0.835164,0.120681,0.712146,0.8797,0.69372,0.538167,0.865873,0.886589,0.0,0.011022,0.0,0.0,0.600085,0.609311,BitTorrent
1.1.16.178-1.2.172.203-45447-443-6_4549.bin,0.474274,0.118907,0.437067,0.797221,0.394821,0.69372,0.41177,0.117527,0.020733,0.0,4.7e-05,0.0,0.0,0.124832,0.80882,BitTorrent
1.1.193.53-1.2.201.205-33416-443-6_4688.bin,0.654721,0.264312,0.506997,0.960761,0.281374,0.69372,0.040174,0.376987,0.886589,0.0,0.003145,0.0,0.0,0.448061,0.676648,BitTorrent
1.1.153.118-1.2.52.192-14724-443-6_1545.bin,0.060341,0.785061,0.045122,0.694592,0.711055,0.69372,0.304902,3.3e-05,0.295708,0.0,0.000646,0.0,0.0,0.695002,0.919679,BitTorrent
1.1.17.70-1.2.173.72-7685-443-6_3829.bin,0.964329,0.119799,0.195973,0.928694,0.829224,0.69372,0.538167,0.822764,0.886589,0.0,0.001541,0.0,0.0,0.600085,0.919679,BitTorrent
1.2.27.197-1.1.20.43-443-8332-6_3160.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.160.21-1.1.11.123-443-42193-6_1866.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.126.178-1.1.118.162-443-33645-6_7055.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.128.34-1.2.143.159-35927-443-6_5092.bin,0.788447,0.206741,0.256747,0.963045,0.112103,0.291891,0.150897,0.855528,0.886589,0.0,0.003422,0.0,0.0,0.037025,0.743941,BitTorrent
1.2.135.251-1.1.44.55-443-14529-6_4274.bin,0.179712,0.633644,0.317787,0.322549,0.835082,0.291891,0.41177,0.855528,0.282761,0.0,8.7e-05,0.0,0.0,0.303653,0.001834,BitTorrent
1.1.40.190-1.2.49.243-35512-443-6_1771.bin,0.53125,0.179244,0.603284,0.525436,0.585592,0.69372,0.837419,0.366667,0.107608,0.0,0.00049,0.0,0.0,0.349667,0.95948,BitTorrent
1.1.235.124-1.2.103.232-27819-443-6_2497.bin,0.654721,0.007976,0.374,0.861527,0.691764,0.291891,1.0,0.844883,0.886589,0.0,0.000154,0.0,0.0,0.600085,0.95948,BitTorrent
1.1.19.91-1.2.175.195-8324-443-6_3147.bin,0.107405,0.379978,0.214807,0.331104,0.850715,0.69372,0.681519,0.855528,0.886589,0.0,0.000124,0.0,0.0,0.448061,0.985604,BitTorrent
1.1.6.206-1.2.14.81-48913-443-6_30.bin,0.474274,0.128081,0.304777,0.990863,0.614502,0.039105,0.304902,0.855528,0.488416,0.0,7.1e-05,0.0,0.0,0.498961,9e-06,BitTorrent
1.2.162.123-1.1.186.207-443-42803-6_5499.bin,0.210498,0.246593,0.170221,0.278444,0.104848,0.291891,0.10068,0.117527,0.488416,0.0,0.000356,0.0,0.0,0.600085,0.320828,BitTorrent
1.2.123.166-1.1.116.97-443-32872-6_5515.bin,0.823063,0.913369,0.867899,0.324618,0.391235,0.69372,0.41177,0.855528,0.886589,0.0,0.001225,0.0,0.0,0.648688,0.481431,BitTorrent
1.2.77.178-1.1.241.42-443-21099-6_1332.bin,0.591505,0.805759,0.706611,0.072566,0.63798,0.69372,0.837419,0.844883,0.295708,0.0,9.9e-05,0.0,0.0,0.303653,0.985604,BitTorrent
1.2.10.184-1.1.3.34-443-3955-6_3090.bin,0.022561,0.320736,0.045122,0.187439,0.537885,0.69372,0.304902,0.833955,0.488416,0.0,0.022826,0.0,0.0,0.600085,0.481431,BitTorrent
1.2.59.26-1.1.135.159-443-37843-6_5101.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.56.148-1.1.48.232-443-37199-6_6428.bin,0.395489,0.481056,0.437067,0.666305,0.351352,0.039105,1.0,0.844883,0.488416,0.0,0.0001,0.0,0.0,0.77844,0.320828,BitTorrent
1.2.229.161-1.1.252.250-443-22109-6_2690.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.95.21-1.2.210.175-55153-443-6_4705.bin,0.964329,0.516071,0.603284,0.474246,0.060009,0.291891,0.218258,0.833955,0.295708,0.0,1.1e-05,0.0,0.0,0.600085,0.676648,BitTorrent
1.2.234.88-1.1.231.10-443-61208-6_1408.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.234.64-1.1.86.90-443-25340-6_38.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.0.224-1.1.204.216-443-47514-6_2260.bin,0.622765,0.103772,0.623533,0.587727,0.997573,0.69372,0.538167,0.865873,0.282761,0.0,0.035901,0.0,0.0,0.600085,0.868444,BitTorrent
1.2.145.128-1.1.169.209-443-10817-6_887.bin,0.447097,0.305957,0.187064,0.744373,0.47928,0.69372,0.040174,0.855528,0.886589,0.0,0.002581,0.0,0.0,0.648688,0.95948,BitTorrent
1.1.106.165-1.2.198.111-52011-443-6_7485.bin,0.325179,0.093154,0.345049,0.122504,0.137282,0.291891,0.150897,0.02818,0.295708,0.0,6.2e-05,0.0,0.0,0.549912,0.203697,BitTorrent
1.2.216.11-1.1.100.90-443-56520-6_1111.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.175.73-1.1.19.96-443-8199-6_2965.bin,0.060341,0.504314,0.120681,0.830992,0.433604,0.291891,0.218258,0.855528,0.886589,0.0,0.002132,0.0,0.0,0.875518,0.676648,BitTorrent
1.2.62.151-1.1.55.16-443-36690-6_4467.bin,0.720515,0.624011,0.998631,0.039932,0.468839,0.69372,0.681519,0.376987,0.488416,0.0,0.00516,0.0,0.0,0.900023,0.051692,BitTorrent
1.2.230.148-1.1.74.56-443-60239-6_3983.bin,0.654721,0.821701,0.727622,0.750824,0.620361,0.291891,0.681519,0.398171,0.282761,0.0,0.000295,0.0,0.0,0.920817,0.743941,BitTorrent
1.2.224.247-1.1.248.250-443-58799-6_1620.bin,0.502335,0.162551,0.727622,0.92072,0.29214,0.291891,0.41177,0.029335,0.295708,0.0,0.0,0.0,0.0,0.695002,0.481431,BitTorrent
1.1.80.70-1.2.91.173-60524-443-6_6333.bin,0.089242,0.171933,0.037762,0.604774,0.120908,0.69372,1.0,0.855528,0.282761,0.0,0.009955,0.0,0.0,0.600085,0.80882,BitTorrent
1.1.129.33-1.2.65.105-64035-443-6_2027.bin,0.039669,0.16602,0.027813,0.443038,0.340478,0.69372,1.0,0.833955,0.282761,0.0,0.060524,0.0,0.0,0.398036,0.868444,BitTorrent
1.2.227.162-1.1.228.130-443-61534-6_5722.bin,0.687322,0.392512,0.902311,0.418704,0.105311,0.039105,1.0,0.8759,0.886589,0.0,0.008584,0.0,0.0,0.847115,0.868444,BitTorrent
1.1.172.169-1.2.148.174-9581-443-6_5836.bin,0.244929,0.431354,0.488885,0.676485,0.617116,0.039105,0.837419,0.833955,0.020733,0.0,0.005115,0.0,0.0,0.875518,0.676648,BitTorrent
1.2.27.219-1.1.164.175-443-44181-6_1796.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.148.24-1.2.159.103-39972-443-6_1335.bin,0.395489,0.159139,0.769421,0.124238,0.558818,0.039105,0.538167,0.855528,0.886589,0.0,0.000306,0.0,0.0,0.600085,0.609311,BitTorrent
1.2.28.12-1.1.160.44-443-44234-6_4057.bin,0.263552,0.267626,0.088343,0.410924,0.551241,0.69372,0.538167,0.117527,0.107608,0.0,0.000133,0.0,0.0,0.448061,0.868444,BitTorrent
1.2.10.238-1.1.183.15-443-50091-6_1384.bin,0.263552,0.21658,0.345049,0.674833,0.487835,0.69372,0.837419,0.855528,0.488416,0.0,0.027445,0.0,0.0,0.349667,0.105107,BitTorrent
1.2.32.210-1.1.172.164-443-9619-6_1822.bin,0.325179,0.313291,0.268167,0.133716,0.478422,0.69372,0.41177,0.387489,0.886589,0.0,0.000285,0.0,0.0,0.498961,0.481431,BitTorrent
1.1.42.24-1.2.49.182-13940-443-6_5250.bin,0.117525,0.880763,0.235044,0.584111,0.381487,0.69372,0.218258,0.865873,0.886589,0.0,0.005805,0.0,0.0,0.738414,0.80882,BitTorrent
1.2.161.27-1.1.13.120-443-6613-6_6112.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.112.49-1.1.209.15-443-51442-6_3971.bin,0.283131,0.276037,0.292175,0.159684,0.353968,0.69372,0.837419,0.822764,0.107608,0.0,9.5e-05,0.0,0.0,0.875518,0.074088,BitTorrent
1.1.180.94-1.2.179.165-3166-443-6_5588.bin,0.754243,0.578174,0.623533,0.372243,0.647578,0.291891,0.10068,0.398171,0.295708,0.0,0.000813,0.0,0.0,0.549912,0.868444,BitTorrent
1.1.154.155-1.2.130.84-15124-443-6_1184.bin,0.395489,0.513713,0.268167,0.233354,0.522702,0.291891,0.304902,0.387489,0.107608,0.0,0.006172,0.0,0.0,0.875518,0.320828,BitTorrent
1.1.5.21-1.2.185.15-48596-443-6_3745.bin,0.179712,0.259394,0.050695,0.138444,0.474853,0.69372,0.837419,0.833955,0.488416,0.0,0.000534,0.0,0.0,0.0627,0.609311,BitTorrent
1.1.104.177-1.2.196.217-30105-443-6_884.bin,0.788447,0.422569,0.162271,0.304412,0.758752,0.69372,0.538167,0.855528,0.488416,0.0,0.000709,0.0,0.0,0.920817,0.985604,BitTorrent
1.2.91.123-1.1.84.21-443-24637-6_1887.bin,0.788447,0.455929,0.748587,0.227852,0.279583,0.69372,1.0,0.855528,0.107608,0.0,0.015235,0.0,0.0,0.600085,0.051692,BitTorrent
1.2.179.151-1.1.203.151-443-49236-6_3155.bin,0.92873,0.772265,0.685633,0.754378,0.531668,0.039105,0.681519,0.844883,0.295708,0.0,0.004517,0.0,0.0,0.900023,0.481431,BitTorrent
1.2.114.88-1.1.222.172-443-30487-6_3337.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.146.89-1.1.30.191-443-38676-6_1401.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.181.156-1.1.122.32-443-47700-6_3637.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.78.224-1.2.90.64-62210-443-6_7124.bin,0.788447,0.611952,0.727622,0.209895,0.528445,0.69372,0.304902,0.366667,0.282761,0.0,0.005814,0.0,0.0,0.600085,0.000235,BitTorrent
1.2.148.119-1.1.24.208-443-9525-6_4084.bin,0.447097,0.782947,0.453914,0.883029,0.624269,0.69372,0.837419,0.366667,0.020733,0.0,0.002541,0.0,0.0,0.349667,0.203697,BitTorrent
1.2.221.73-1.1.213.75-443-28164-6_6276.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.132.23-1.1.40.25-443-35031-6_3546.bin,0.788447,0.551743,0.437067,0.107744,0.660655,0.291891,0.538167,0.855528,0.886589,0.0,1e-06,0.0,0.0,0.07994,0.919679,BitTorrent
1.1.107.61-1.2.194.200-51075-443-6_5867.bin,0.447097,0.213734,0.748587,0.428192,0.053971,0.69372,0.150897,0.865873,0.886589,0.0,4.5e-05,0.0,0.0,0.027869,0.743941,BitTorrent
1.2.29.92-1.1.21.211-443-44589-6_2471.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.236.155-1.1.80.162-443-61785-6_5231.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.232.182-1.1.229.112-443-60787-6_7455.bin,0.244929,0.959361,0.488885,0.765122,0.271809,0.69372,0.004069,0.844883,0.107608,0.0,0.00489,0.0,0.0,0.695002,0.95948,BitTorrent
1.1.216.166-1.2.204.29-31966-443-6_6810.bin,0.303672,0.208125,0.603284,0.576834,0.064247,0.291891,0.41177,0.833955,0.886589,0.0,0.025726,0.0,0.0,0.124832,0.423166,BitTorrent
1.2.127.75-1.1.116.58-443-47116-6_6985.bin,0.097987,0.490316,0.195973,0.642396,0.258215,0.039105,0.41177,0.387489,0.886589,0.0,0.000339,0.0,0.0,0.847115,0.95948,BitTorrent
1.2.112.196-1.1.221.129-443-30077-6_5408.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.13.81-1.2.21.207-42640-443-6_3472.bin,0.447097,0.269294,0.154626,0.169493,0.708551,0.69372,0.41177,0.833955,0.886589,0.0,1.2e-05,0.0,0.0,0.349667,0.868444,BitTorrent
1.2.217.64-1.1.209.163-443-29180-6_6181.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.69.151-1.2.77.80-65035-443-6_2504.bin,0.92873,0.650451,0.917914,0.622637,0.999619,0.291891,0.150897,0.855528,0.488416,0.0,4e-06,0.0,0.0,0.00019,0.074088,BitTorrent
1.2.239.162-1.1.224.10-443-24670-6_7076.bin,0.194659,0.068903,0.162271,0.555872,0.204292,0.291891,0.837419,0.387489,0.886589,0.0,0.000367,0.0,0.0,0.220925,0.868444,BitTorrent
1.2.230.90-1.1.71.130-443-60182-6_1385.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.240.78-1.1.60.185-443-62737-6_1451.bin,0.622765,0.791355,0.95685,0.960012,0.791931,0.69372,0.41177,0.356531,0.295708,0.0,0.002913,0.0,0.0,0.900023,0.80882,BitTorrent
1.2.31.12-1.1.162.140-443-45001-6_2669.bin,0.117525,0.035476,0.235044,0.972318,0.539022,0.69372,0.538167,0.117527,0.282761,0.0,0.030782,0.0,0.0,0.549912,0.95948,BitTorrent
1.1.101.210-1.2.112.181-51567-443-6_5840.bin,0.049098,0.024694,0.045122,0.421583,0.004358,0.291891,0.304902,0.376987,0.107608,0.0,0.003494,0.0,0.0,0.648688,0.609311,BitTorrent
1.2.216.159-1.1.209.2-443-29016-6_465.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.88.30-1.1.80.132-443-61659-6_1161.bin,0.858028,0.655238,0.644038,0.244631,0.069385,0.291891,0.304902,0.865873,0.886589,0.0,0.001489,0.0,0.0,0.398036,8e-05,BitTorrent
1.2.216.242-1.1.101.100-443-56746-6_5020.bin,0.165636,0.546958,0.098196,0.445618,0.157231,0.291891,0.41177,0.865873,0.886589,0.0,0.037177,0.0,0.0,0.260586,0.985604,BitTorrent
1.2.156.163-1.1.33.135-443-41307-6_991.bin,0.823063,0.964989,0.830116,0.963437,0.318123,0.69372,0.040174,0.844883,0.886589,0.0,0.002637,0.0,0.0,0.07994,0.277051,BitTorrent
1.2.19.59-1.1.11.71-443-44022-6_930.bin,0.720515,0.795512,0.685633,0.656768,0.873122,0.69372,0.41177,0.833955,0.282761,0.0,0.000156,0.0,0.0,0.875518,0.919679,BitTorrent
1.1.142.214-1.2.66.248-18354-443-6_3779.bin,0.858028,0.300529,0.664755,0.34728,0.21275,0.69372,0.10068,0.387489,0.488416,0.0,4e-06,0.0,0.0,0.77844,0.481431,BitTorrent
1.2.18.38-1.1.9.177-443-43760-6_2557.bin,0.049098,0.18552,0.098196,0.751604,0.843683,0.69372,0.41177,0.855528,0.886589,0.0,0.001902,0.0,0.0,0.398036,0.06196,BitTorrent
1.2.4.158-1.1.124.214-443-46423-6_6530.bin,0.325179,0.108626,0.623533,0.545347,0.024237,0.69372,0.10068,0.000182,0.295708,0.0,0.002706,0.0,0.0,0.037025,0.868444,BitTorrent
1.2.39.18-1.1.31.157-443-38862-6_2876.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.163.92-1.2.30.241-9136-443-6_2737.bin,0.420829,0.835164,0.769421,0.988436,0.878742,0.69372,0.681519,0.376987,0.886589,0.0,0.000209,0.0,0.0,0.448061,0.481431,BitTorrent
1.1.92.56-1.2.211.0-27578-443-6_2238.bin,0.089242,0.3245,0.120681,0.668669,0.62636,0.69372,0.837419,0.398171,0.282761,0.0,0.013003,0.0,0.0,0.549912,0.95948,BitTorrent
1.2.229.128-1.1.241.223-443-59967-6_6918.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.172.78-1.1.164.31-443-45319-6_1679.bin,0.066717,0.163701,0.133434,0.664523,0.492525,0.69372,0.41177,0.398171,0.886589,0.0,0.000568,0.0,0.0,0.448061,0.051692,BitTorrent
1.2.181.111-1.1.121.117-443-47660-6_1126.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.102.77-1.2.218.96-57115-443-6_5996.bin,0.788447,0.855337,0.917914,0.623891,0.836406,0.69372,0.837419,0.387489,0.488416,0.0,0.000819,0.0,0.0,0.498961,0.919679,BitTorrent
1.2.208.241-1.1.93.110-443-54708-6_6497.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.48.8-1.1.156.179-443-13518-6_4432.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.122.95-1.1.198.56-443-54048-6_5790.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.121.101-1.2.181.95-1568-443-6_989.bin,0.964329,0.069462,0.885595,0.53122,0.266575,0.039105,0.837419,0.855528,0.886589,0.0,0.001869,0.0,0.0,0.952407,0.124643,BitTorrent
1.2.135.184-1.1.39.236-443-33904-6_6262.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.96.137-1.1.227.219-443-55623-6_5699.bin,0.371093,0.616778,0.178483,0.641725,0.947308,0.69372,0.41177,0.855528,0.886589,0.0,1.2e-05,0.0,0.0,0.260586,0.277051,BitTorrent
1.2.128.224-1.1.152.245-443-34209-6_4026.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.26.39-1.1.166.204-443-45802-6_4576.bin,0.244929,0.759211,0.245709,0.581278,0.177599,0.291891,0.064782,0.117527,0.295708,0.0,0.000264,0.0,0.0,0.847115,0.743941,BitTorrent
1.2.45.81-1.1.37.211-443-40465-6_7425.bin,0.015737,0.000334,0.031474,0.02468,0.591827,0.039105,0.681519,0.398171,0.886589,0.0,0.00793,0.0,0.0,0.549912,0.743941,BitTorrent
1.1.114.246-1.2.122.99-32551-443-6_5775.bin,0.210498,0.276037,0.420651,0.780854,0.6596,0.291891,0.538167,0.865873,0.886589,0.0,0.001779,0.0,0.0,0.498961,0.06196,BitTorrent
1.1.137.196-1.2.69.60-18934-443-6_2507.bin,0.210498,0.289863,0.071123,0.223189,0.582092,0.291891,0.150897,0.005587,0.282761,0.0,0.000127,0.0,0.0,0.048513,0.919679,BitTorrent
1.2.192.215-1.1.222.78-443-50575-6_3666.bin,0.371093,0.745921,0.205218,0.216904,0.649943,0.69372,0.837419,0.00535,0.886589,0.0,0.002151,0.0,0.0,0.695002,0.676648,BitTorrent
